"id","eco_id","duty_type_id","night","hard","briefing_time","debriefing_time","flight_time","crew_type_id","duty_group_id","acclimatization","increased_one_hour","night_departure","night_arrival","date_start_plan_utc","date_end_plan_utc","date_start_fact_utc","date_end_fact_utc","rps_briefing_time","rps_debriefing_time","duration_plan","duration_fact","duration_right_max","block_time","work_time_plan","work_time_fact","briefing_work_time","debriefing_work_time","rps_briefing_work_time","rps_debriefing_work_time","duration_plan_max"
"104","NULL","1","NULL","NULL","NULL","NULL","495","1","2076471559","NULL","false","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","495","NULL","NULL","NULL","NULL","NULL","NULL"
"105","NULL","1","NULL","NULL","NULL","NULL","495","1","2076471558","NULL","false","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","495","NULL","NULL","NULL","NULL","NULL","NULL"
"106","NULL","1","NULL","NULL","NULL","NULL","495","1","2076471561","NULL","false","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","495","NULL","NULL","NULL","NULL","NULL","NULL"
"107","NULL","1","NULL","NULL","NULL","NULL","495","1","2076471560","NULL","false","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","495","NULL","NULL","NULL","NULL","NULL","NULL"
"108","NULL","1","NULL","NULL","NULL","NULL","495","1","2076471563","NULL","false","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","495","NULL","NULL","NULL","NULL","NULL","NULL"
"109","NULL","1","NULL","NULL","NULL","NULL","260","1","2076471511","NULL","false","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","260","NULL","NULL","NULL","NULL","NULL","NULL"
"110","NULL","1","NULL","NULL","NULL","NULL","260","1","2076471510","NULL","false","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","260","NULL","NULL","NULL","NULL","NULL","NULL"
"111","NULL","1","NULL","NULL","NULL","NULL","260","1","2076471513","NULL","false","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","260","NULL","NULL","NULL","NULL","NULL","NULL"
"116","NULL","1","true","true","60","30","62049","1","2076707504","NULL","false","true","NULL","2022-11-16T01:56:00","2022-12-29T05:35:00","NULL","NULL","NULL","NULL","62139","NULL","NULL","NULL","62049","NULL","NULL","NULL","NULL","NULL","NULL"
"122","NULL","1","true","true","60","30","74964","1","2076707099","NULL","false","true","NULL","2022-11-16T00:36:00","2023-01-07T03:30:00","NULL","NULL","NULL","NULL","75054","NULL","NULL","NULL","75054","NULL","60","30","NULL","NULL","660"
"123","NULL","1","true","true","60","30","62049","1","2076707504","NULL","false","true","NULL","2022-11-16T01:56:00","2022-12-29T05:35:00","NULL","NULL","NULL","NULL","62139","NULL","NULL","NULL","62139","NULL","60","30","NULL","NULL","660"
"147","NULL","1","true","true","60","30","62049","1","2076707504","false","false","true","false","2022-11-16T01:56:00","2022-12-29T05:35:00","NULL","NULL","NULL","NULL","62139","NULL","NULL","NULL","62049","NULL","NULL","NULL","NULL","NULL","NULL"
"148","NULL","1","true","true","60","30","70725","1","2076707395","false","false","true","true","2022-11-16T00:10:00","2023-01-04T04:25:00","NULL","NULL","NULL","NULL","70815","NULL","NULL","NULL","70725","NULL","NULL","NULL","NULL","NULL","NULL"
"159","NULL","1","true","true","60","30","74964","1","2076707099","NULL","false","true","true","2022-11-16T00:36:00","2023-01-07T03:30:00","NULL","NULL","NULL","NULL","75054","NULL","NULL","NULL","74964","NULL","NULL","NULL","NULL","NULL","NULL"
