"id","arrival_airport_code","arrival_airport_terminal","change_date","deadhead","departure_airport_code","departure_airport_terminal","airline_designator","aircraft_type","number","operational_suffix","leg_sequence_number","onward_carrier","onward_flight","onward_suffix","plan_arrival_date_utc","plan_departure_date_utc","service_type","status","route_id","ofp_time_start_utc","ofp_time_end_utc","code_sharing","aircraft_reg_num","estim_blockoff_time_utc","estim_blockon_time_utc","actual_departure_date_utc","actual_arrival_date_utc","onward_flight_date","warning_status","warning_status_time","date_eng_on_utc","date_eng_off_utc","special_status","version_id","start_date_utc","comment","action_type","change_source","modification_id","class_config","leg_oper_schedule_status","flight_time","user_id","smak_id"
"1317515","SVO","B","2023-04-26T15:06:06.255494","NULL","ASF","NULL","SU","32A","1173","NULL","1","NULL","NULL","NULL","2022-12-31T09:05:00","2022-12-31T06:20:00","J","ACTIVE","139018035662550054","2022-12-31T09:05:00","2023-01-01T09:04:00","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","2022-12-31T03:00:00","NULL","NEW","SSIM","65","C8,Y150","NULL","NULL","NULL","NULL"
"1317518","ASF","NULL","2023-04-26T15:06:06.274512","NULL","SVO","B","SU","32A","1172","NULL","1","NULL","NULL","NULL","2022-12-17T00:10:00","2022-12-16T21:30:00","J","ACTIVE","139018035662740057","2022-12-17T00:10:00","2022-12-18T00:09:00","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","2022-12-16T03:00:00","NULL","NEW","SSIM","65","C8,Y150","NULL","NULL","NULL","NULL"
"1317519","ASF","NULL","2023-04-26T15:06:06.274512","NULL","SVO","B","SU","32A","1172","NULL","1","NULL","NULL","NULL","2022-12-18T00:10:00","2022-12-17T21:30:00","J","ACTIVE","139018035662740058","2022-12-18T00:10:00","2022-12-19T00:09:00","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","2022-12-17T03:00:00","NULL","NEW","SSIM","65","C8,Y150","NULL","NULL","NULL","NULL"
"1317520","ASF","NULL","2023-04-26T15:06:06.274512","NULL","SVO","B","SU","32A","1172","NULL","1","NULL","NULL","NULL","2022-12-19T00:10:00","2022-12-18T21:30:00","J","ACTIVE","139018035662740059","2022-12-19T00:10:00","2022-12-20T00:09:00","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","2022-12-18T03:00:00","NULL","NEW","SSIM","65","C8,Y150","NULL","NULL","NULL","NULL"
"1317521","ASF","NULL","2023-04-26T15:06:06.274512","NULL","SVO","B","SU","32A","1172","NULL","1","NULL","NULL","NULL","2022-12-20T00:10:00","2022-12-19T21:30:00","J","ACTIVE","139018035662740060","2022-12-20T00:10:00","2022-12-21T00:09:00","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","2022-12-19T03:00:00","NULL","NEW","SSIM","65","C8,Y150","NULL","NULL","NULL","NULL"
"1317522","ASF","NULL","2023-04-26T15:06:06.274512","NULL","SVO","B","SU","32A","1172","NULL","1","NULL","NULL","NULL","2022-12-21T00:10:00","2022-12-20T21:30:00","J","ACTIVE","139018035662740061","2022-12-21T00:10:00","2022-12-22T00:09:00","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","2022-12-20T03:00:00","NULL","NEW","SSIM","65","C8,Y150","NULL","NULL","NULL","NULL"
"1317523","ASF","NULL","2023-04-26T15:06:06.274512","NULL","SVO","B","SU","32A","1172","NULL","1","NULL","NULL","NULL","2022-12-22T00:10:00","2022-12-21T21:30:00","J","ACTIVE","139018035662740062","2022-12-22T00:10:00","2022-12-23T00:09:00","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","2022-12-21T03:00:00","NULL","NEW","SSIM","65","C8,Y150","NULL","NULL","NULL","NULL"
"1317524","ASF","NULL","2023-04-26T15:06:06.274512","NULL","SVO","B","SU","32A","1172","NULL","1","NULL","NULL","NULL","2022-12-23T00:10:00","2022-12-22T21:30:00","J","ACTIVE","139018035662740063","2022-12-23T00:10:00","2022-12-24T00:09:00","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","2022-12-22T03:00:00","NULL","NEW","SSIM","65","C8,Y150","NULL","NULL","NULL","NULL"
"1317525","ASF","NULL","2023-04-26T15:06:06.274512","NULL","SVO","B","SU","32A","1172","NULL","1","NULL","NULL","NULL","2022-12-24T00:10:00","2022-12-23T21:30:00","J","ACTIVE","139018035662740064","2022-12-24T00:10:00","2022-12-25T00:09:00","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","2022-12-23T03:00:00","NULL","NEW","SSIM","65","C8,Y150","NULL","NULL","NULL","NULL"
"1317526","ASF","NULL","2023-04-26T15:06:06.274512","NULL","SVO","B","SU","32A","1172","NULL","1","NULL","NULL","NULL","2022-12-25T00:10:00","2022-12-24T21:30:00","J","ACTIVE","139018035662740065","2022-12-25T00:10:00","2022-12-26T00:09:00","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","2022-12-24T03:00:00","NULL","NEW","SSIM","65","C8,Y150","NULL","NULL","NULL","NULL"
"1317527","ASF","NULL","2023-04-26T15:06:06.274512","NULL","SVO","B","SU","32A","1172","NULL","1","NULL","NULL","NULL","2022-12-26T00:10:00","2022-12-25T21:30:00","J","ACTIVE","139018035662740066","2022-12-26T00:10:00","2022-12-27T00:09:00","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","2022-12-25T03:00:00","NULL","NEW","SSIM","65","C8,Y150","NULL","NULL","NULL","NULL"
"1317528","ASF","NULL","2023-04-26T15:06:06.274512","NULL","SVO","B","SU","32A","1172","NULL","1","NULL","NULL","NULL","2022-12-27T00:10:00","2022-12-26T21:30:00","J","ACTIVE","139018035662740067","2022-12-27T00:10:00","2022-12-28T00:09:00","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","2022-12-26T03:00:00","NULL","NEW","SSIM","65","C8,Y150","NULL","NULL","NULL","NULL"
"1317529","ASF","NULL","2023-04-26T15:06:06.274512","NULL","SVO","B","SU","32A","1172","NULL","1","NULL","NULL","NULL","2022-12-28T00:10:00","2022-12-27T21:30:00","J","ACTIVE","139018035662740068","2022-12-28T00:10:00","2022-12-29T00:09:00","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","2022-12-27T03:00:00","NULL","NEW","SSIM","65","C8,Y150","NULL","NULL","NULL","NULL"
"1317530","ASF","NULL","2023-04-26T15:06:06.274512","NULL","SVO","B","SU","32A","1172","NULL","1","NULL","NULL","NULL","2022-12-29T00:10:00","2022-12-28T21:30:00","J","ACTIVE","139018035662740069","2022-12-29T00:10:00","2022-12-30T00:09:00","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","2022-12-28T03:00:00","NULL","NEW","SSIM","65","C8,Y150","NULL","NULL","NULL","NULL"
"1317531","ASF","NULL","2023-04-26T15:06:06.274512","NULL","SVO","B","SU","32A","1172","NULL","1","NULL","NULL","NULL","2022-12-30T00:10:00","2022-12-29T21:30:00","J","ACTIVE","139018035662740070","2022-12-30T00:10:00","2022-12-31T00:09:00","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","2022-12-29T03:00:00","NULL","NEW","SSIM","65","C8,Y150","NULL","NULL","NULL","NULL"
"1317532","ASF","NULL","2023-04-26T15:06:06.274512","NULL","SVO","B","SU","32A","1172","NULL","1","NULL","NULL","NULL","2022-12-31T00:10:00","2022-12-30T21:30:00","J","ACTIVE","139018035662740071","2022-12-31T00:10:00","2023-01-01T00:09:00","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","2022-12-30T03:00:00","NULL","NEW","SSIM","65","C8,Y150","NULL","NULL","NULL","NULL"
"1317533","SVO","B","2023-04-26T15:06:06.286909","NULL","KGD","NULL","SU","32A","1007","NULL","1","NULL","NULL","NULL","2022-12-20T23:45:00","2022-12-20T20:55:00","J","ACTIVE","139018035662860072","2022-12-20T23:45:00","2022-12-21T23:44:00","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","2022-12-20T03:00:00","NULL","NEW","SSIM","65","C8,Y150","NULL","NULL","NULL","NULL"
"1317534","SVO","B","2023-04-26T15:06:06.286909","NULL","KGD","NULL","SU","32A","1007","NULL","1","NULL","NULL","NULL","2022-12-21T23:45:00","2022-12-21T20:55:00","J","ACTIVE","139018035662860073","2022-12-21T23:45:00","2022-12-22T23:44:00","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","2022-12-21T03:00:00","NULL","NEW","SSIM","65","C8,Y150","NULL","NULL","NULL","NULL"
"1317535","SVO","B","2023-04-26T15:06:06.286909","NULL","KGD","NULL","SU","32A","1007","NULL","1","NULL","NULL","NULL","2022-12-22T23:45:00","2022-12-22T20:55:00","J","ACTIVE","139018035662860074","2022-12-22T23:45:00","2022-12-23T23:44:00","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","2022-12-22T03:00:00","NULL","NEW","SSIM","65","C8,Y150","NULL","NULL","NULL","NULL"
"1317536","SVO","B","2023-04-26T15:06:06.286909","NULL","KGD","NULL","SU","32A","1007","NULL","1","NULL","NULL","NULL","2022-12-23T23:45:00","2022-12-23T20:55:00","J","ACTIVE","139018035662860075","2022-12-23T23:45:00","2022-12-24T23:44:00","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","2022-12-23T03:00:00","NULL","NEW","SSIM","65","C8,Y150","NULL","NULL","NULL","NULL"
"1317537","SVO","B","2023-04-26T15:06:06.286909","NULL","KGD","NULL","SU","32A","1007","NULL","1","NULL","NULL","NULL","2022-12-24T23:45:00","2022-12-24T20:55:00","J","ACTIVE","139018035662860076","2022-12-24T23:45:00","2022-12-25T23:44:00","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","2022-12-24T03:00:00","NULL","NEW","SSIM","65","C8,Y150","NULL","NULL","NULL","NULL"
"1317538","KGD","NULL","2023-04-26T15:06:06.294304","NULL","SVO","B","SU","32B","1006","NULL","1","NULL","NULL","NULL","2022-12-19T20:10:00","2022-12-19T17:30:00","J","ACTIVE","139018035662940077","2022-12-19T20:10:00","2022-12-20T20:09:00","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","2022-12-19T03:00:00","NULL","NEW","SSIM","65","C16,Y167","NULL","NULL","NULL","NULL"
"1317539","KGD","NULL","2023-04-26T15:06:06.294304","NULL","SVO","B","SU","32B","1006","NULL","1","NULL","NULL","NULL","2022-12-25T20:10:00","2022-12-25T17:30:00","J","ACTIVE","139018035662940078","2022-12-25T20:10:00","2022-12-26T20:09:00","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","2022-12-25T03:00:00","NULL","NEW","SSIM","65","C16,Y167","NULL","NULL","NULL","NULL"
"1317540","SVO","B","2023-04-26T15:06:06.299861","NULL","KGD","NULL","SU","32B","1009","NULL","1","NULL","NULL","NULL","2022-12-22T09:50:00","2022-12-22T07:00:00","J","ACTIVE","139018035662990079","2022-12-22T09:50:00","2022-12-23T09:49:00","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","2022-12-22T03:00:00","NULL","NEW","SSIM","65","C16,Y167","NULL","NULL","NULL","NULL"
"1317541","SVO","B","2023-04-26T15:06:06.299861","NULL","KGD","NULL","SU","32B","1009","NULL","1","NULL","NULL","NULL","2022-12-23T09:50:00","2022-12-23T07:00:00","J","ACTIVE","139018035662990080","2022-12-23T09:50:00","2022-12-24T09:49:00","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","2022-12-23T03:00:00","NULL","NEW","SSIM","65","C16,Y167","NULL","NULL","NULL","NULL"
"1317542","SVO","B","2023-04-26T15:06:06.299861","NULL","KGD","NULL","SU","32B","1009","NULL","1","NULL","NULL","NULL","2022-12-24T09:50:00","2022-12-24T07:00:00","J","ACTIVE","139018035662990081","2022-12-24T09:50:00","2022-12-25T09:49:00","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","2022-12-24T03:00:00","NULL","NEW","SSIM","65","C16,Y167","NULL","NULL","NULL","NULL"
"1317543","SVO","B","2023-04-26T15:06:06.299861","NULL","KGD","NULL","SU","32B","1009","NULL","1","NULL","NULL","NULL","2022-12-25T09:50:00","2022-12-25T07:00:00","J","ACTIVE","139018035662990082","2022-12-25T09:50:00","2022-12-26T09:49:00","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","2022-12-25T03:00:00","NULL","NEW","SSIM","65","C16,Y167","NULL","NULL","NULL","NULL"
"1317544","SVO","B","2023-04-26T15:06:06.299861","NULL","KGD","NULL","SU","32B","1009","NULL","1","NULL","NULL","NULL","2022-12-26T09:50:00","2022-12-26T07:00:00","J","ACTIVE","139018035662990083","2022-12-26T09:50:00","2022-12-27T09:49:00","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","2022-12-26T03:00:00","NULL","NEW","SSIM","65","C16,Y167","NULL","NULL","NULL","NULL"
"1317545","SVO","B","2023-04-26T15:06:06.299861","NULL","KGD","NULL","SU","32B","1009","NULL","1","NULL","NULL","NULL","2022-12-27T09:50:00","2022-12-27T07:00:00","J","ACTIVE","139018035662990084","2022-12-27T09:50:00","2022-12-28T09:49:00","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","2022-12-27T03:00:00","NULL","NEW","SSIM","65","C16,Y167","NULL","NULL","NULL","NULL"
"1317546","SVO","B","2023-04-26T15:06:06.299861","NULL","KGD","NULL","SU","32B","1009","NULL","1","NULL","NULL","NULL","2022-12-28T09:50:00","2022-12-28T07:00:00","J","ACTIVE","139018035662990085","2022-12-28T09:50:00","2022-12-29T09:49:00","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","2022-12-28T03:00:00","NULL","NEW","SSIM","65","C16,Y167","NULL","NULL","NULL","NULL"
"1317547","SVO","B","2023-04-26T15:06:06.299861","NULL","KGD","NULL","SU","32B","1009","NULL","1","NULL","NULL","NULL","2022-12-29T09:50:00","2022-12-29T07:00:00","J","ACTIVE","139018035662990086","2022-12-29T09:50:00","2022-12-30T09:49:00","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","2022-12-29T03:00:00","NULL","NEW","SSIM","65","C16,Y167","NULL","NULL","NULL","NULL"
"1317548","SVO","B","2023-04-26T15:06:06.299861","NULL","KGD","NULL","SU","32B","1009","NULL","1","NULL","NULL","NULL","2022-12-30T09:50:00","2022-12-30T07:00:00","J","ACTIVE","139018035662990087","2022-12-30T09:50:00","2022-12-31T09:49:00","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","2022-12-30T03:00:00","NULL","NEW","SSIM","65","C16,Y167","NULL","NULL","NULL","NULL"
"1317549","SVO","B","2023-04-26T15:06:06.299861","NULL","KGD","NULL","SU","32B","1009","NULL","1","NULL","NULL","NULL","2022-12-31T09:50:00","2022-12-31T07:00:00","J","ACTIVE","139018035662990088","2022-12-31T09:50:00","2023-01-01T09:49:00","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","2022-12-31T03:00:00","NULL","NEW","SSIM","65","C16,Y167","NULL","NULL","NULL","NULL"
"1317634","SVO","C","2023-04-26T15:06:06.360631","NULL","CMB","NULL","SU","333","289","NULL","1","NULL","NULL","NULL","2022-12-19T19:15:00","2022-12-19T09:40:00","J","ACTIVE","139018035663600173","2022-12-19T19:15:00","2022-12-20T19:14:00","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","2022-12-19T03:00:00","NULL","NEW","SSIM","65","C28,Y268","NULL","NULL","NULL","NULL"
"1317635","SVO","C","2023-04-26T15:06:06.360631","NULL","CMB","NULL","SU","333","289","NULL","1","NULL","NULL","NULL","2022-12-23T19:15:00","2022-12-23T09:40:00","J","ACTIVE","139018035663600174","2022-12-23T19:15:00","2022-12-24T19:14:00","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","2022-12-23T03:00:00","NULL","NEW","SSIM","65","C28,Y268","NULL","NULL","NULL","NULL"
"1317636","SVO","C","2023-04-26T15:06:06.360631","NULL","CMB","NULL","SU","333","289","NULL","1","NULL","NULL","NULL","2022-12-26T19:15:00","2022-12-26T09:40:00","J","ACTIVE","139018035663600175","2022-12-26T19:15:00","2022-12-27T19:14:00","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","2022-12-26T03:00:00","NULL","NEW","SSIM","65","C28,Y268","NULL","NULL","NULL","NULL"
"1317637","SVO","C","2023-04-26T15:06:06.360631","NULL","CMB","NULL","SU","333","289","NULL","1","NULL","NULL","NULL","2022-12-30T19:15:00","2022-12-30T09:40:00","J","ACTIVE","139018035663600176","2022-12-30T19:15:00","2022-12-31T19:14:00","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","2022-12-30T03:00:00","NULL","NEW","SSIM","65","C28,Y268","NULL","NULL","NULL","NULL"
"1317662","KGD","NULL","2023-04-26T15:06:06.381898","NULL","SVO","B","SU","32B","1008","NULL","1","NULL","NULL","NULL","2022-12-21T23:30:00","2022-12-21T20:40:00","J","ACTIVE","139018035663810201","2022-12-21T23:30:00","2022-12-22T23:29:00","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","2022-12-21T03:00:00","NULL","NEW","SSIM","65","C16,Y167","NULL","NULL","NULL","NULL"
"1317663","KGD","NULL","2023-04-26T15:06:06.381898","NULL","SVO","B","SU","32B","1008","NULL","1","NULL","NULL","NULL","2022-12-22T23:30:00","2022-12-22T20:40:00","J","ACTIVE","139018035663810202","2022-12-22T23:30:00","2022-12-23T23:29:00","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","2022-12-22T03:00:00","NULL","NEW","SSIM","65","C16,Y167","NULL","NULL","NULL","NULL"
"1317664","KGD","NULL","2023-04-26T15:06:06.381898","NULL","SVO","B","SU","32B","1008","NULL","1","NULL","NULL","NULL","2022-12-23T23:30:00","2022-12-23T20:40:00","J","ACTIVE","139018035663810203","2022-12-23T23:30:00","2022-12-24T23:29:00","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","2022-12-23T03:00:00","NULL","NEW","SSIM","65","C16,Y167","NULL","NULL","NULL","NULL"
"1317665","KGD","NULL","2023-04-26T15:06:06.381898","NULL","SVO","B","SU","32B","1008","NULL","1","NULL","NULL","NULL","2022-12-24T23:30:00","2022-12-24T20:40:00","J","ACTIVE","139018035663810204","2022-12-24T23:30:00","2022-12-25T23:29:00","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","2022-12-24T03:00:00","NULL","NEW","SSIM","65","C16,Y167","NULL","NULL","NULL","NULL"
"1317666","KGD","NULL","2023-04-26T15:06:06.381898","NULL","SVO","B","SU","32B","1008","NULL","1","NULL","NULL","NULL","2022-12-25T23:30:00","2022-12-25T20:40:00","J","ACTIVE","139018035663810205","2022-12-25T23:30:00","2022-12-26T23:29:00","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","2022-12-25T03:00:00","NULL","NEW","SSIM","65","C16,Y167","NULL","NULL","NULL","NULL"
"1317667","KGD","NULL","2023-04-26T15:06:06.381898","NULL","SVO","B","SU","32B","1008","NULL","1","NULL","NULL","NULL","2022-12-26T23:30:00","2022-12-26T20:40:00","J","ACTIVE","139018035663810206","2022-12-26T23:30:00","2022-12-27T23:29:00","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","2022-12-26T03:00:00","NULL","NEW","SSIM","65","C16,Y167","NULL","NULL","NULL","NULL"
"1317668","KGD","NULL","2023-04-26T15:06:06.381898","NULL","SVO","B","SU","32B","1008","NULL","1","NULL","NULL","NULL","2022-12-27T23:30:00","2022-12-27T20:40:00","J","ACTIVE","139018035663810207","2022-12-27T23:30:00","2022-12-28T23:29:00","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","2022-12-27T03:00:00","NULL","NEW","SSIM","65","C16,Y167","NULL","NULL","NULL","NULL"
"1317669","KGD","NULL","2023-04-26T15:06:06.381898","NULL","SVO","B","SU","32B","1008","NULL","1","NULL","NULL","NULL","2022-12-28T23:30:00","2022-12-28T20:40:00","J","ACTIVE","139018035663810208","2022-12-28T23:30:00","2022-12-29T23:29:00","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","2022-12-28T03:00:00","NULL","NEW","SSIM","65","C16,Y167","NULL","NULL","NULL","NULL"
"1317670","KGD","NULL","2023-04-26T15:06:06.381898","NULL","SVO","B","SU","32B","1008","NULL","1","NULL","NULL","NULL","2022-12-29T23:30:00","2022-12-29T20:40:00","J","ACTIVE","139018035663810209","2022-12-29T23:30:00","2022-12-30T23:29:00","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","2022-12-29T03:00:00","NULL","NEW","SSIM","65","C16,Y167","NULL","NULL","NULL","NULL"
"1317671","KGD","NULL","2023-04-26T15:06:06.381898","NULL","SVO","B","SU","32B","1008","NULL","1","NULL","NULL","NULL","2022-12-30T23:30:00","2022-12-30T20:40:00","J","ACTIVE","139018035663810210","2022-12-30T23:30:00","2022-12-31T23:29:00","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","2022-12-30T03:00:00","NULL","NEW","SSIM","65","C16,Y167","NULL","NULL","NULL","NULL"
"1317672","KGD","NULL","2023-04-26T15:06:06.381898","NULL","SVO","B","SU","32B","1008","NULL","1","NULL","NULL","NULL","2022-12-31T23:30:00","2022-12-31T20:40:00","J","ACTIVE","139018035663810211","2022-12-31T23:30:00","2023-01-01T23:29:00","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","2022-12-31T03:00:00","NULL","NEW","SSIM","65","C16,Y167","NULL","NULL","NULL","NULL"
"1317757","LED","1","2023-04-26T15:06:06.442839","NULL","TAS","2","SU","73H","749","NULL","1","NULL","NULL","NULL","2022-12-17T13:45:00","2022-12-17T08:35:00","J","ACTIVE","139018035664420040","2022-12-17T13:45:00","2022-12-18T13:44:00","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","2022-12-17T03:00:00","NULL","NEW","SSIM","65","C20,Y138","NULL","NULL","NULL","NULL"
"1317758","LED","1","2023-04-26T15:06:06.442839","NULL","TAS","2","SU","73H","749","NULL","1","NULL","NULL","NULL","2022-12-19T13:45:00","2022-12-19T08:35:00","J","ACTIVE","139018035664420041","2022-12-19T13:45:00","2022-12-20T13:44:00","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","2022-12-19T03:00:00","NULL","NEW","SSIM","65","C20,Y138","NULL","NULL","NULL","NULL"
"1317759","LED","1","2023-04-26T15:06:06.442839","NULL","TAS","2","SU","73H","749","NULL","1","NULL","NULL","NULL","2022-12-22T13:45:00","2022-12-22T08:35:00","J","ACTIVE","139018035664420042","2022-12-22T13:45:00","2022-12-23T13:44:00","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","2022-12-22T03:00:00","NULL","NEW","SSIM","65","C20,Y138","NULL","NULL","NULL","NULL"
"1317760","LED","1","2023-04-26T15:06:06.442839","NULL","TAS","2","SU","73H","749","NULL","1","NULL","NULL","NULL","2022-12-24T13:45:00","2022-12-24T08:35:00","J","ACTIVE","139018035664420043","2022-12-24T13:45:00","2022-12-25T13:44:00","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","2022-12-24T03:00:00","NULL","NEW","SSIM","65","C20,Y138","NULL","NULL","NULL","NULL"
"1317761","LED","1","2023-04-26T15:06:06.442839","NULL","TAS","2","SU","73H","749","NULL","1","NULL","NULL","NULL","2022-12-26T13:45:00","2022-12-26T08:35:00","J","ACTIVE","139018035664420044","2022-12-26T13:45:00","2022-12-27T13:44:00","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","2022-12-26T03:00:00","NULL","NEW","SSIM","65","C20,Y138","NULL","NULL","NULL","NULL"
"1317762","LED","1","2023-04-26T15:06:06.442839","NULL","TAS","2","SU","73H","749","NULL","1","NULL","NULL","NULL","2022-12-29T13:45:00","2022-12-29T08:35:00","J","ACTIVE","139018035664420045","2022-12-29T13:45:00","2022-12-30T13:44:00","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","2022-12-29T03:00:00","NULL","NEW","SSIM","65","C20,Y138","NULL","NULL","NULL","NULL"
"1317763","LED","1","2023-04-26T15:06:06.442839","NULL","TAS","2","SU","73H","749","NULL","1","NULL","NULL","NULL","2022-12-31T13:45:00","2022-12-31T08:35:00","J","ACTIVE","139018035664420046","2022-12-31T13:45:00","2023-01-01T13:44:00","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","2022-12-31T03:00:00","NULL","NEW","SSIM","65","C20,Y138","NULL","NULL","NULL","NULL"
"1317800","SVO","B","2023-04-26T15:06:06.47507","NULL","KGD","NULL","SU","32A","1003","NULL","1","NULL","NULL","NULL","2022-12-19T16:35:00","2022-12-19T13:45:00","J","ACTIVE","139018035664750083","2022-12-19T16:35:00","2022-12-20T16:34:00","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","2022-12-19T03:00:00","NULL","NEW","SSIM","65","C8,Y150","NULL","NULL","NULL","NULL"
"1317801","SVO","B","2023-04-26T15:06:06.47507","NULL","KGD","NULL","SU","32A","1003","NULL","1","NULL","NULL","NULL","2022-12-20T16:35:00","2022-12-20T13:45:00","J","ACTIVE","139018035664750084","2022-12-20T16:35:00","2022-12-21T16:34:00","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","2022-12-20T03:00:00","NULL","NEW","SSIM","65","C8,Y150","NULL","NULL","NULL","NULL"
