"id","arrival_airport_code","arrival_airport_terminal","change_date","deadhead","departure_airport_code","departure_airport_terminal","airline_designator","aircraft_type","number","operational_suffix","leg_sequence_number","onward_carrier","onward_flight","onward_suffix","plan_arrival_date_utc","plan_departure_date_utc","service_type","status","route_id","ofp_time_start_utc","ofp_time_end_utc","code_sharing","aircraft_reg_num","estim_blockoff_time_utc","estim_blockon_time_utc","actual_departure_date_utc","actual_arrival_date_utc","onward_flight_date","warning_status","warning_status_time","date_eng_on_utc","date_eng_off_utc","special_status","version_id","start_date_utc","comment","action_type","change_source","modification_id","class_config","leg_oper_schedule_status","flight_time","user_id","smak_id"
"1303610","MSQ","NULL","2023-04-26T15:05:53.350997","NULL","SVO","C","SU","32A","1842","NULL","1","NULL","NULL","NULL","2022-12-23T16:35:00","2022-12-23T14:50:00","J","ACTIVE","139018035533510245","2022-12-23T16:35:00","2022-12-24T16:34:00","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","2022-12-23T03:00:00","NULL","NEW","SSIM","65","C8,Y150","NULL","NULL","NULL","NULL"
"1303611","SVO","B","2023-04-26T15:05:53.360071","NULL","LED","1","SU","32A","021","NULL","1","NULL","NULL","NULL","2022-12-24T18:45:00","2022-12-24T17:15:00","J","ACTIVE","139018035533600246","2022-12-24T18:45:00","2022-12-25T18:44:00","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","2022-12-24T03:00:00","NULL","NEW","SSIM","65","C8,Y150","NULL","NULL","NULL","NULL"
"1303616","LED","1","2023-04-26T15:05:53.370966","NULL","SVO","B","SU","32A","020","NULL","1","NULL","NULL","NULL","2022-12-24T16:20:00","2022-12-24T14:55:00","J","ACTIVE","139018035533700251","2022-12-24T16:20:00","2022-12-25T16:19:00","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","2022-12-24T03:00:00","NULL","NEW","SSIM","65","C8,Y150","NULL","NULL","NULL","NULL"
"1303617","LED","1","2023-04-26T15:05:53.370966","NULL","SVO","B","SU","32A","020","NULL","1","NULL","NULL","NULL","2022-12-26T16:20:00","2022-12-26T14:55:00","J","ACTIVE","139018035533700252","2022-12-26T16:20:00","2022-12-27T16:19:00","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","2022-12-26T03:00:00","NULL","NEW","SSIM","65","C8,Y150","NULL","NULL","NULL","NULL"
"1303618","LED","1","2023-04-26T15:05:53.370966","NULL","SVO","B","SU","32A","020","NULL","1","NULL","NULL","NULL","2022-12-27T16:20:00","2022-12-27T14:55:00","J","ACTIVE","139018035533700253","2022-12-27T16:20:00","2022-12-28T16:19:00","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","2022-12-27T03:00:00","NULL","NEW","SSIM","65","C8,Y150","NULL","NULL","NULL","NULL"
"1303634","SVO","B","2023-04-26T15:05:53.400811","NULL","LED","1","SU","32B","029","NULL","1","NULL","NULL","NULL","2022-12-18T23:35:00","2022-12-18T22:00:00","J","ACTIVE","139018035534000013","2022-12-18T23:35:00","2022-12-19T23:34:00","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","2022-12-18T03:00:00","NULL","NEW","SSIM","65","C16,Y167","NULL","NULL","NULL","NULL"
"1303635","LED","1","2023-04-26T15:05:53.40541","NULL","SVO","B","SU","32B","028","NULL","1","NULL","NULL","NULL","2022-12-18T21:00:00","2022-12-18T19:35:00","J","ACTIVE","139018035534050014","2022-12-18T21:00:00","2022-12-19T20:59:00","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","2022-12-18T03:00:00","NULL","NEW","SSIM","65","C16,Y167","NULL","NULL","NULL","NULL"
"1303636","SVO","B","2023-04-26T15:05:53.409948","NULL","LED","1","SU","32B","027","NULL","1","NULL","NULL","NULL","2022-12-18T22:35:00","2022-12-18T21:00:00","J","ACTIVE","139018035534090015","2022-12-18T22:35:00","2022-12-19T22:34:00","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","2022-12-18T03:00:00","NULL","NEW","SSIM","65","C16,Y167","NULL","NULL","NULL","NULL"
"1303769","PEE","NULL","2023-04-26T15:05:53.516163","NULL","SVO","B","SU","32N","1200","NULL","1","NULL","NULL","NULL","2022-12-27T10:40:00","2022-12-27T08:30:00","J","ACTIVE","139018035535160148","2022-12-27T10:40:00","2022-12-28T10:39:00","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","2022-12-27T03:00:00","NULL","NEW","SSIM","65","C12,Y144","NULL","NULL","NULL","NULL"
"1303770","PEE","NULL","2023-04-26T15:05:53.516163","NULL","SVO","B","SU","32N","1200","NULL","1","NULL","NULL","NULL","2022-12-29T10:40:00","2022-12-29T08:30:00","J","ACTIVE","139018035535160149","2022-12-29T10:40:00","2022-12-30T10:39:00","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","2022-12-29T03:00:00","NULL","NEW","SSIM","65","C12,Y144","NULL","NULL","NULL","NULL"
"1303771","PEE","NULL","2023-04-26T15:05:53.516163","NULL","SVO","B","SU","32N","1200","NULL","1","NULL","NULL","NULL","2022-12-30T10:40:00","2022-12-30T08:30:00","J","ACTIVE","139018035535160150","2022-12-30T10:40:00","2022-12-31T10:39:00","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","2022-12-30T03:00:00","NULL","NEW","SSIM","65","C12,Y144","NULL","NULL","NULL","NULL"
"1303774","SVO","B","2023-04-26T15:05:53.5301","NULL","PEE","NULL","SU","32N","1201","NULL","1","NULL","NULL","NULL","2022-12-27T13:55:00","2022-12-27T11:30:00","J","ACTIVE","139018035535300153","2022-12-27T13:55:00","2022-12-28T13:54:00","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","2022-12-27T03:00:00","NULL","NEW","SSIM","65","C12,Y144","NULL","NULL","NULL","NULL"
"1303775","SVO","B","2023-04-26T15:05:53.5301","NULL","PEE","NULL","SU","32N","1201","NULL","1","NULL","NULL","NULL","2022-12-29T13:55:00","2022-12-29T11:30:00","J","ACTIVE","139018035535300154","2022-12-29T13:55:00","2022-12-30T13:54:00","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","2022-12-29T03:00:00","NULL","NEW","SSIM","65","C12,Y144","NULL","NULL","NULL","NULL"
"1303776","SVO","B","2023-04-26T15:05:53.5301","NULL","PEE","NULL","SU","32N","1201","NULL","1","NULL","NULL","NULL","2022-12-30T13:55:00","2022-12-30T11:30:00","J","ACTIVE","139018035535300155","2022-12-30T13:55:00","2022-12-31T13:54:00","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","2022-12-30T03:00:00","NULL","NEW","SSIM","65","C12,Y144","NULL","NULL","NULL","NULL"
"1303864","SVO","B","2023-04-26T15:05:53.609153","NULL","NUX","NULL","SU","32B","1523","NULL","1","NULL","NULL","NULL","2022-12-27T10:45:00","2022-12-27T07:00:00","J","ACTIVE","139018035536090243","2022-12-27T10:45:00","2022-12-28T10:44:00","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","2022-12-27T03:00:00","NULL","NEW","SSIM","65","C16,Y167","NULL","NULL","NULL","NULL"
"1303943","GSV","NULL","2023-04-26T15:05:53.670008","NULL","SVO","B","SU","32A","1356","NULL","1","NULL","NULL","NULL","2022-12-29T09:15:00","2022-12-29T07:35:00","J","ACTIVE","139018035536700066","2022-12-29T09:15:00","2022-12-30T09:14:00","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","2022-12-29T03:00:00","NULL","NEW","SSIM","65","C8,Y150","NULL","NULL","NULL","NULL"
"1303944","GSV","NULL","2023-04-26T15:05:53.670008","NULL","SVO","B","SU","32A","1356","NULL","1","NULL","NULL","NULL","2022-12-31T09:15:00","2022-12-31T07:35:00","J","ACTIVE","139018035536700067","2022-12-31T09:15:00","2023-01-01T09:14:00","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","2022-12-31T03:00:00","NULL","NEW","SSIM","65","C8,Y150","NULL","NULL","NULL","NULL"
"1304020","SVO","B","2023-04-26T15:05:53.72416","NULL","GSV","NULL","SU","320","1359","NULL","1","NULL","NULL","NULL","2022-12-31T20:40:00","2022-12-31T18:50:00","J","ACTIVE","139018035537240143","2022-12-31T20:40:00","2023-01-01T20:39:00","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","2022-12-31T03:00:00","NULL","NEW","SSIM","65","C20,Y120","NULL","NULL","NULL","NULL"
"1304024","SVO","B","2023-04-26T15:05:53.730392","NULL","GSV","NULL","SU","32A","1357","NULL","1","NULL","NULL","NULL","2022-12-29T11:55:00","2022-12-29T10:05:00","J","ACTIVE","139018035537300147","2022-12-29T11:55:00","2022-12-30T11:54:00","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","2022-12-29T03:00:00","NULL","NEW","SSIM","65","C8,Y150","NULL","NULL","NULL","NULL"
"1304025","SVO","B","2023-04-26T15:05:53.730392","NULL","GSV","NULL","SU","32A","1357","NULL","1","NULL","NULL","NULL","2022-12-31T11:55:00","2022-12-31T10:05:00","J","ACTIVE","139018035537300148","2022-12-31T11:55:00","2023-01-01T11:54:00","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","2022-12-31T03:00:00","NULL","NEW","SSIM","65","C8,Y150","NULL","NULL","NULL","NULL"
"1304052","SGC","NULL","2023-04-26T15:05:53.776947","NULL","SVO","B","SU","32Q","1510","NULL","1","NULL","NULL","NULL","2022-12-31T01:30:00","2022-12-30T22:00:00","J","ACTIVE","139018035537760175","2022-12-31T01:30:00","2023-01-01T01:29:00","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","2022-12-30T03:00:00","NULL","NEW","SSIM","65","C12,Y184","NULL","NULL","NULL","NULL"
"1304130","LED","1","2023-04-26T15:05:53.835378","NULL","SVO","B","SU","321","012","NULL","1","NULL","NULL","NULL","2022-12-31T10:35:00","2022-12-31T09:00:00","J","ACTIVE","139018035538350253","2022-12-31T10:35:00","2023-01-01T10:34:00","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","2022-12-31T03:00:00","NULL","NEW","SSIM","65","C28,Y142","NULL","NULL","NULL","NULL"
"1304207","SVO","B","2023-04-26T15:05:53.888569","NULL","SGC","NULL","SU","32Q","1511","NULL","1","NULL","NULL","NULL","2022-12-31T05:55:00","2022-12-31T02:30:00","J","ACTIVE","139018035538880074","2022-12-31T05:55:00","2023-01-01T05:54:00","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","2022-12-30T03:00:00","NULL","NEW","SSIM","65","C12,Y184","NULL","NULL","NULL","NULL"
"1304208","SVO","B","2023-04-26T15:05:53.893042","NULL","LED","1","SU","32B","013","NULL","1","NULL","NULL","NULL","2022-12-28T12:55:00","2022-12-28T11:25:00","J","ACTIVE","139018035538930075","2022-12-28T12:55:00","2022-12-29T12:54:00","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","2022-12-28T03:00:00","NULL","NEW","SSIM","65","C16,Y167","NULL","NULL","NULL","NULL"
"1304209","SVO","B","2023-04-26T15:05:53.893042","NULL","LED","1","SU","32B","013","NULL","1","NULL","NULL","NULL","2022-12-29T12:55:00","2022-12-29T11:25:00","J","ACTIVE","139018035538930076","2022-12-29T12:55:00","2022-12-30T12:54:00","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","2022-12-29T03:00:00","NULL","NEW","SSIM","65","C16,Y167","NULL","NULL","NULL","NULL"
"1304210","SVO","B","2023-04-26T15:05:53.893042","NULL","LED","1","SU","32B","013","NULL","1","NULL","NULL","NULL","2022-12-30T12:55:00","2022-12-30T11:25:00","J","ACTIVE","139018035538930077","2022-12-30T12:55:00","2022-12-31T12:54:00","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","2022-12-30T03:00:00","NULL","NEW","SSIM","65","C16,Y167","NULL","NULL","NULL","NULL"
"1304211","STW","NULL","2023-04-26T15:05:53.898847","NULL","SVO","B","SU","32A","1366","NULL","1","NULL","NULL","NULL","2022-12-17T12:55:00","2022-12-17T09:10:00","J","ACTIVE","139018035538980078","2022-12-17T12:55:00","2022-12-18T12:54:00","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","2022-12-17T03:00:00","NULL","NEW","SSIM","65","C8,Y150","NULL","NULL","NULL","NULL"
"1304212","STW","NULL","2023-04-26T15:05:53.898847","NULL","SVO","B","SU","32A","1366","NULL","1","NULL","NULL","NULL","2022-12-24T12:55:00","2022-12-24T09:10:00","J","ACTIVE","139018035538980079","2022-12-24T12:55:00","2022-12-25T12:54:00","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","2022-12-24T03:00:00","NULL","NEW","SSIM","65","C8,Y150","NULL","NULL","NULL","NULL"
"1304213","STW","NULL","2023-04-26T15:05:53.898847","NULL","SVO","B","SU","32A","1366","NULL","1","NULL","NULL","NULL","2022-12-31T12:55:00","2022-12-31T09:10:00","J","ACTIVE","139018035538980080","2022-12-31T12:55:00","2023-01-01T12:54:00","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","2022-12-31T03:00:00","NULL","NEW","SSIM","65","C8,Y150","NULL","NULL","NULL","NULL"
"1304215","SVO","B","2023-04-26T15:05:53.905901","NULL","STW","NULL","SU","320","1367","NULL","1","NULL","NULL","NULL","2022-12-19T17:40:00","2022-12-19T13:55:00","J","ACTIVE","139018035539050082","2022-12-19T17:40:00","2022-12-20T17:39:00","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","2022-12-19T03:00:00","NULL","NEW","SSIM","65","C20,Y120","NULL","NULL","NULL","NULL"
"1304216","SVO","B","2023-04-26T15:05:53.905901","NULL","STW","NULL","SU","320","1367","NULL","1","NULL","NULL","NULL","2022-12-20T17:40:00","2022-12-20T13:55:00","J","ACTIVE","139018035539050083","2022-12-20T17:40:00","2022-12-21T17:39:00","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","2022-12-20T03:00:00","NULL","NEW","SSIM","65","C20,Y120","NULL","NULL","NULL","NULL"
"1304217","SVO","B","2023-04-26T15:05:53.905901","NULL","STW","NULL","SU","320","1367","NULL","1","NULL","NULL","NULL","2022-12-21T17:40:00","2022-12-21T13:55:00","J","ACTIVE","139018035539050084","2022-12-21T17:40:00","2022-12-22T17:39:00","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","2022-12-21T03:00:00","NULL","NEW","SSIM","65","C20,Y120","NULL","NULL","NULL","NULL"
"1304220","SVO","B","2023-04-26T15:05:53.921663","NULL","LED","1","SU","32A","007","NULL","1","NULL","NULL","NULL","2022-12-21T10:55:00","2022-12-21T09:25:00","J","ACTIVE","139018035539210087","2022-12-21T10:55:00","2022-12-22T10:54:00","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","2022-12-21T03:00:00","NULL","NEW","SSIM","65","C8,Y150","NULL","NULL","NULL","NULL"
"1304221","LED","1","2023-04-26T15:05:53.926638","NULL","SVO","B","SU","32A","006","NULL","1","NULL","NULL","NULL","2022-12-21T08:35:00","2022-12-21T07:00:00","J","ACTIVE","139018035539260088","2022-12-21T08:35:00","2022-12-22T08:34:00","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","2022-12-21T03:00:00","NULL","NEW","SSIM","65","C8,Y150","NULL","NULL","NULL","NULL"
"1304222","LED","1","2023-04-26T15:05:53.931123","NULL","SVO","B","SU","32A","7108","NULL","1","NULL","NULL","NULL","2022-12-25T16:00:00","2022-12-25T14:30:00","P","ACTIVE","139018035539310089","2022-12-25T16:00:00","2022-12-26T15:59:00","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","2022-12-25T03:00:00","NULL","NEW","SSIM","65","C8,Y150","NULL","NULL","NULL","NULL"
"1304286","SVO","B","2023-04-26T15:05:54.005184","NULL","TJM","NULL","SU","32N","1507","NULL","1","NULL","NULL","NULL","2022-12-30T21:00:00","2022-12-30T18:00:00","J","ACTIVE","139018035540050153","2022-12-30T21:00:00","2022-12-31T20:59:00","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","2022-12-30T03:00:00","NULL","NEW","SSIM","65","C12,Y144","NULL","NULL","NULL","NULL"
"1304287","TJM","NULL","2023-04-26T15:05:54.009646","NULL","SVO","B","SU","32N","1506","NULL","1","NULL","NULL","NULL","2022-12-30T17:10:00","2022-12-30T14:15:00","J","ACTIVE","139018035540090154","2022-12-30T17:10:00","2022-12-31T17:09:00","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","2022-12-30T03:00:00","NULL","NEW","SSIM","65","C12,Y144","NULL","NULL","NULL","NULL"
"1304296","SVO","B","2023-04-26T15:05:54.026703","NULL","TJM","NULL","SU","321","1503","NULL","1","NULL","NULL","NULL","2022-12-31T06:25:00","2022-12-31T03:25:00","J","ACTIVE","139018035540260163","2022-12-31T06:25:00","2023-01-01T06:24:00","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","2022-12-31T03:00:00","NULL","NEW","SSIM","65","C28,Y142","NULL","NULL","NULL","NULL"
"1304297","TJM","NULL","2023-04-26T15:05:54.031538","NULL","SVO","B","SU","321","1502","NULL","1","NULL","NULL","NULL","2022-12-31T02:25:00","2022-12-30T23:30:00","J","ACTIVE","139018035540310164","2022-12-31T02:25:00","2023-01-01T02:24:00","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","2022-12-30T03:00:00","NULL","NEW","SSIM","65","C28,Y142","NULL","NULL","NULL","NULL"
"1304298","ARH","NULL","2023-04-26T15:05:54.035942","NULL","SVO","B","SU","32A","1334","NULL","1","NULL","NULL","NULL","2022-12-20T23:05:00","2022-12-20T20:55:00","J","ACTIVE","139018035540350165","2022-12-20T23:05:00","2022-12-21T23:04:00","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","2022-12-20T03:00:00","NULL","NEW","SSIM","65","C8,Y150","NULL","NULL","NULL","NULL"
"1304299","SVO","B","2023-04-26T15:05:54.040017","NULL","ARH","NULL","SU","320","1335","NULL","1","NULL","NULL","NULL","2022-12-28T08:05:00","2022-12-28T05:55:00","J","ACTIVE","139018035540400166","2022-12-28T08:05:00","2022-12-29T08:04:00","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","2022-12-28T03:00:00","NULL","NEW","SSIM","65","C20,Y120","NULL","NULL","NULL","NULL"
"1304300","MSQ","NULL","2023-04-26T15:05:54.044333","NULL","CEE","NULL","SU","32A","7114","NULL","1","NULL","NULL","NULL","2022-12-29T02:05:00","2022-12-29T00:05:00","C","ACTIVE","139018035540440167","2022-12-29T02:05:00","2022-12-30T02:04:00","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","2022-12-28T03:00:00","NULL","NEW","SSIM","65","C8,Y150","NULL","NULL","NULL","NULL"
"1304301","KZN","1","2023-04-26T15:05:54.048519","NULL","SVO","B","SU","320","1194","NULL","1","NULL","NULL","NULL","2022-12-25T19:45:00","2022-12-25T18:05:00","J","ACTIVE","139018035540480168","2022-12-25T19:45:00","2022-12-26T19:44:00","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","2022-12-25T03:00:00","NULL","NEW","SSIM","65","C20,Y120","NULL","NULL","NULL","NULL"
"1304302","SVO","B","2023-04-26T15:05:54.053157","NULL","KZN","1","SU","320","1195","NULL","1","NULL","NULL","NULL","2022-12-25T22:20:00","2022-12-25T20:35:00","J","ACTIVE","139018035540530169","2022-12-25T22:20:00","2022-12-26T22:19:00","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","2022-12-25T03:00:00","NULL","NEW","SSIM","65","C20,Y120","NULL","NULL","NULL","NULL"
"1304303","CEE","NULL","2023-04-26T15:05:54.057867","NULL","IAR","NULL","SU","32A","7112","NULL","1","NULL","NULL","NULL","2022-12-28T11:30:00","2022-12-28T10:30:00","C","ACTIVE","139018035540570170","2022-12-28T11:30:00","2022-12-29T11:29:00","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","2022-12-28T03:00:00","NULL","NEW","SSIM","65","C8,Y150","NULL","NULL","NULL","NULL"
"1304304","SVO","B","2023-04-26T15:05:54.063277","NULL","KZN","1","SU","32B","1191","NULL","1","NULL","NULL","NULL","2022-12-28T15:05:00","2022-12-28T13:20:00","J","ACTIVE","139018035540630171","2022-12-28T15:05:00","2022-12-29T15:04:00","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","2022-12-28T03:00:00","NULL","NEW","SSIM","65","C16,Y167","NULL","NULL","NULL","NULL"
"1304317","NJC","NULL","2023-04-26T15:05:54.075171","NULL","OSS","NULL","SU","32Q","7116","NULL","1","NULL","NULL","NULL","2022-12-19T10:30:00","2022-12-19T06:50:00","C","ACTIVE","139018035540750184","2022-12-19T10:30:00","2022-12-20T10:29:00","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","2022-12-19T03:00:00","NULL","NEW","SSIM","65","C12,Y184","NULL","NULL","NULL","NULL"
"1304318","OSS","NULL","2023-04-26T15:05:54.079994","NULL","NJC","NULL","SU","32Q","7117","NULL","1","NULL","NULL","NULL","2022-12-19T16:40:00","2022-12-19T13:00:00","C","ACTIVE","139018035540790185","2022-12-19T16:40:00","2022-12-20T16:39:00","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","2022-12-19T03:00:00","NULL","NEW","SSIM","65","C12,Y184","NULL","NULL","NULL","NULL"
"1304319","IAR","NULL","2023-04-26T15:05:54.084115","NULL","LED","1","SU","32A","7110","NULL","1","NULL","NULL","NULL","2022-12-25T18:30:00","2022-12-25T17:00:00","C","ACTIVE","139018035540840186","2022-12-25T18:30:00","2022-12-26T18:29:00","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","2022-12-25T03:00:00","NULL","NEW","SSIM","65","C8,Y150","NULL","NULL","NULL","NULL"
"1304346","MRV","NULL","2023-04-26T15:05:54.107795","NULL","SVO","B","SU","32A","1344","NULL","1","NULL","NULL","NULL","2022-12-27T13:55:00","2022-12-27T10:25:00","J","ACTIVE","139018035541070213","2022-12-27T13:55:00","2022-12-28T13:54:00","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","2022-12-27T03:00:00","NULL","NEW","SSIM","65","C8,Y150","NULL","NULL","NULL","NULL"
"1304359","SVO","B","2023-04-26T15:05:54.12003","NULL","MRV","NULL","SU","32A","1345","NULL","1","NULL","NULL","NULL","2022-12-27T18:35:00","2022-12-27T14:55:00","J","ACTIVE","139018035541200226","2022-12-27T18:35:00","2022-12-28T18:34:00","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","2022-12-27T03:00:00","NULL","NEW","SSIM","65","C8,Y150","NULL","NULL","NULL","NULL"
"1304372","SVO","B","2023-04-26T15:05:54.131386","NULL","MSQ","NULL","SU","32A","7109","NULL","1","NULL","NULL","NULL","2022-12-31T01:15:00","2022-12-30T23:40:00","P","ACTIVE","139018035541310239","2022-12-31T01:15:00","2023-01-01T01:14:00","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","2022-12-30T03:00:00","NULL","NEW","SSIM","65","C8,Y150","NULL","NULL","NULL","NULL"
"1304445","VOG","C2","2023-04-26T15:05:54.188429","NULL","SVO","B","SU","32A","1186","NULL","1","NULL","NULL","NULL","2022-12-30T20:20:00","2022-12-30T18:20:00","J","ACTIVE","139018035541880056","2022-12-30T20:20:00","2022-12-31T20:19:00","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","2022-12-30T03:00:00","NULL","NEW","SSIM","65","C8,Y150","NULL","NULL","NULL","NULL"
"1304521","NJC","NULL","2023-04-26T15:05:54.255604","NULL","SVO","B","SU","32N","1646","NULL","1","NULL","NULL","NULL","2022-12-25T02:30:00","2022-12-24T23:05:00","J","ACTIVE","139018035542550132","2022-12-25T02:30:00","2022-12-26T02:29:00","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","2022-12-24T03:00:00","NULL","NEW","SSIM","65","C12,Y144","NULL","NULL","NULL","NULL"
"1304522","NJC","NULL","2023-04-26T15:05:54.255604","NULL","SVO","B","SU","32N","1646","NULL","1","NULL","NULL","NULL","2022-12-28T02:30:00","2022-12-27T23:05:00","J","ACTIVE","139018035542550133","2022-12-28T02:30:00","2022-12-29T02:29:00","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","2022-12-27T03:00:00","NULL","NEW","SSIM","65","C12,Y144","NULL","NULL","NULL","NULL"
"1304523","NJC","NULL","2023-04-26T15:05:54.255604","NULL","SVO","B","SU","32N","1646","NULL","1","NULL","NULL","NULL","2022-12-31T02:30:00","2022-12-30T23:05:00","J","ACTIVE","139018035542550134","2022-12-31T02:30:00","2023-01-01T02:29:00","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","2022-12-30T03:00:00","NULL","NEW","SSIM","65","C12,Y144","NULL","NULL","NULL","NULL"
"1304525","SVO","B","2023-04-26T15:05:54.265719","NULL","NJC","NULL","SU","32A","1647","NULL","1","NULL","NULL","NULL","2022-12-22T07:25:00","2022-12-22T03:45:00","J","ACTIVE","139018035542650136","2022-12-22T07:25:00","2022-12-23T07:24:00","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","2022-12-22T03:00:00","NULL","NEW","SSIM","65","C8,Y150","NULL","NULL","NULL","NULL"
